brand,description,name,oos,price,short_description,url
PERRIER JOUET,"Product Weight2.68 kgA fresh, lively, dynamic wine to be enjoyed any time of day as an aperitif or with light, refreshing first courses – including various seafood and oysters. Grand Brut should ideally be served at a temperature between 7 and 9°C.",CHAMPAGNE PERRIER JOUET GRAND BRUT + 2 FLUTES,,128,"A fresh, lively, dynamic wine to be enjoyed any time of day as an aperitif or with light, refreshing first courses – including various seafood and oysters. Grand Brut should ideally be served at a temperature between 7 and 9°C.Read more",https://www.krisshop.com/en/product/698de1a4fd1fc8c3/champagne-perrier-jouet-grand-brut-2-flutes.html
PERRIER JOUET,"Product Weight2.68 kgPerrier-Jouët Blanc de Blancs is a vibrant, spontaneous champagne brimming with crisp citrus and fresh floral notes. It is a homage to Maison Perrier-Jouët’s emblematic Chardonnay grape, which it interprets in a style unique.",CHAMPAGNE PERRIER JOUET BLANC DE BLANCS + 2 FLUTES,,172,"Perrier-Jouët Blanc de Blancs is a vibrant, spontaneous champagne brimming with crisp citrus and fresh floral notes. It is a homage to Maison Perrier-Jouët’s emblematic Chardonnay grape, which it interprets in a style unique. Read more",https://www.krisshop.com/en/product/6297e6a4f9aa37b8/champagne-perrier-jouet-blanc-de-blancs-2-flutes.html
SAITO,Product Weight0.6 kgSAITO DRY made in Kyoto is clean and refreshingly dry. This light body sake has a clean finish that can be matched with not only a variety of Japanese dishes but also Asian influenced dishes.Alcohol %:  13.5%Sake Meter Value: +3Acidity: +1.2,SAITO DRY - 0.3 L,,19,SAITO DRY made in Kyoto is clean and refreshingly dry. This light body sake has a clean finish that can be matched with not only a variety of Japanese dishes but also Asian influenced dishes.Alcohol %:  13.5%Sake Meter Value: +3Acidity: +1.2Read more,https://www.krisshop.com/en/product/fcf43a4fbbdb7d3e/saito-dry-0-3-l.html
DOMAINE DE GALUVAL,"Product Weight1.5 kgThe Galuval estate is one of the oldest winegrower-harvesting estates in Cairanne. Founded in 1923 by the Marchal family, he began a qualitative approach from his creation by making his own vintages and daring to bottle them. A pioneering quality approach from the beginning of the 20th century that we have continued.Tasting Notes :The color is golden yellow with green reflections. The nose develops complex aromas on white flower, honeysuckle and linden. The palate is elegant and airy, it opens with a nice round attack, a fruity palate and a sustained freshness. An unexpected delicate signature for the region.Grapes Varieties :Grenache Blanc, ViognierCountry :FranceSize :750 ml",DOMAINE DE GALUVAL LE COQ VOLANT - GRENACHE WHITE/VIOGNIER/ROUSSANNE - COTES DU RHONE VILLAGES - 2020,,33.1551.00,"The Galuval estate is one of the oldest winegrower-harvesting estates in Cairanne. Founded in 1923 by the Marchal family, he began a qualitative approach from his creation by making his own vintages and daring to bottle them. A pioneering quality approach from the beginning of the 20th century that we have continued. Read more",https://www.krisshop.com/en/product/9ba705d925bfbfb0/domaine-de-galuval-le-coq-volant-grenache-white-viognier-roussanne-cotes-du-rhone-villages-2020.html
SAITO,Product Weight17.3 kgIt is a premium sake with finest fruity aroma such as pear This full bodied and elegant sake has richness in flavour with a gentle smooth finish. Size : 1.8L.Free Saito Tote Bag for every purchase of 2 bottles of Saito 1.8L. Limited to 1 per order.  While stocks last.,SAITO JUNMAI DAIGINJO SAKE - 1.8L,,133,It is a premium sake with finest fruity aroma such as pear This full bodied and elegant sake has richness in flavour with a gentle smooth finish. Size : 1.8LRead more,https://www.krisshop.com/en/product/bd6f200e3c1cce77/saito-junmai-daiginjo-sake-1-8l-duty-paid.html
DOMAINE DE GALUVAL,"Product Weight1.5 kgThe Galuval estate is one of the oldest winegrower-harvesting estates in Cairanne. Founded in 1923 by the Marchal family, he began a qualitative approach from his creation by making his own vintages and daring to bottle them. A pioneering quality approach from the beginning of the 20th century that we have continued.Tasting Notes :The summer of 2019 was unusually hot, the Collines de Rasteau kept the freshness of the Gayère and meant that the Mourvèdre expressed itself superbly that summer. With a purplish red color, this opulent wine reveals a beautiful concentration, on notes of black fruits such as blackcurrant or blackberry, enhanced by a toasted and smoky finish due to the complementarity of Mourvèdre and the barrel. In the mouth, we discover an ample and complex profile, marked by blackcurrant and garrigue spices. There are also aromas of black olive, supported by notes of roasting. Deep and rich, this blend proudly bears the character of Mourvèdre.Grapes Varieties :Grenache, Syrah, MourvedreCountry :FranceSize :750 ml",DOMAINE DE GALUVAL LES COLLINES - GSM - RASTEAU - 2018,,57.8589.00,"The Galuval estate is one of the oldest winegrower-harvesting estates in Cairanne. Founded in 1923 by the Marchal family, he began a qualitative approach from his creation by making his own vintages and daring to bottle them. A pioneering quality approach from the beginning of the 20th century that we have continued. Read more",https://www.krisshop.com/en/product/9b822bd925a0e465/domaine-de-galuval-les-collines-gsm-rasteau-2018.html
SAITO,Product Weight1.2 kgSAITO JUNMAI made in Kyoto is rich and dry with fruity aroma such as green apple. This medium-bodied sake has a long dry tail with a bit of acidic finish. It can be matched with strong-taste dishes.Alcohol %:  14.5%Sake Meter Value: +3Polishing Ratio: 70%Acidity: +1.2Rice Variety: Koshihikari,SAITO JUNMAI - 0.72 L,,46,SAITO JUNMAI made in Kyoto is rich and dry with fruity aroma such as green apple. This medium-bodied sake has a long dry tail with a bit of acidic finish. It can be matched with strong-taste dishes.Alcohol %:  14.5%Sake Meter Value: +3Polishing Ratio: 70%Acidity: +1.2Rice Variety: KoshihikariRead more,https://www.krisshop.com/en/product/f3c63d4fb682f14c/saito-junmai-0-72-l.html
PERRIER JOUET,"Product Weight1.5 kgPerrier-Jouët Blanc de Blancs is a vibrant, spontaneous champagne brimming with crisp citrus and fresh floral notes. It is a homage to Maison Perrier-Jouët’s emblematic Chardonnay grape, which it interprets in a style unique.",CHAMPAGNE PERRIER JOUET BLANC DE BLANCS - NV,,135,"Perrier-Jouët Blanc de Blancs is a vibrant, spontaneous champagne brimming with crisp citrus and fresh floral notes. It is a homage to Maison Perrier-Jouët’s emblematic Chardonnay grape, which it interprets in a style unique. Read more",https://www.krisshop.com/en/product/6fb3e520248f3221/champagne-perrier-jouet-blanc-de-blancs-nv.html
SAITO,"Product Weight8.2 kgSAITO JUNMAI DAIGINJO is premium sake, made in Kyoto, with finest fruity aroma such as pear. This full bodied and elegant sake has richness in flavor with a gentle smooth finish. It is made from YAMADANISHKI rice called ""King of rice"" most suitable for brewing sake.  Aroma: Finest fruity aroma – pear. Palate: Rich umami. Finish: Gentle smooth finish. RPR (Rice Polishing Ratio): 50% Acidity: 1.4 SMV (Sake Meter Value): +1",SAITO JUNMAI DAIGINJO  - 0.72 L,,58,"SAITO JUNMAI DAIGINJO is premium sake, made in Kyoto, with finest fruity aroma such as pear. This full bodied and elegant sake has richness in flavor with a gentle smooth finish.Read more",https://www.krisshop.com/en/product/48ca784ce019887b/saito-junmai-daiginjo.html
VIGNOBLES DE PYRENAIA,"Product Weight1.5 kgThe adventure began in 2012. A “landless winegrower”, Simon Forgue surrounded himself with his family and friends to create, with them, the Vineyards of Pyrénaïa, in Mazères-Lezons, at the foot of the Jurançon hills. Without vines or château, they transform an old workshop into a wine cellar. Through meetings and discussions, he forges links with local winegrowers to harvest quality grapes each year from the best terroirs. The entire production is then vinified, aged and bottled in the cellar.Tasting Notes :An atypical blend of Sauvignon Blanc and Petit Manseng, combining freshness and volume, with aromas of citrus and candied lemon.Grapes Varieties :Sauvignon Blanc, Petit MansengCountry :FranceSize :750 ml",CAP A CAP - SAUVIGNON BLANC / PETIT MANSENG - 2020,,31.2048.00,"The adventure began in 2012. A “landless winegrower”, Simon Forgue surrounded himself with his family and friends to create, with them, the Vineyards of Pyrénaïa, in Mazères-Lezons, at the foot of the Jurançon hills. Without vines or château, they transform an old workshop into a wine cellar. Through meetings and discussions, he forges links with local winegrowers to harvest quality grapes each year from the best terroirs. The entire production is then vinified, aged and bottled in the cellar.Read more",https://www.krisshop.com/en/product/26bdc0e20179eba7/cap-a-cap-sauvignon-blanc-petit-manseng-2020.html
VIGNOBLES DE PYRENAIA,"Product Weight1.5 kgThe adventure began in 2012. A “landless winegrower”, Simon Forgue surrounded himself with his family and friends to create, with them, the Vineyards of Pyrénaïa, in Mazères-Lezons, at the foot of the Jurançon hills. Without vines or château, they transform an old workshop into a wine cellar. Through meetings and discussions, he forges links with local winegrowers to harvest quality grapes each year from the best terroirs. The entire production is then vinified, aged and bottled in the cellar.Tasting Notes :A harmonious marriage between Merlot and Syrah, supple and aromatic, black fruits crackle and spices refresh.Grapes Varieties :Merlot, SyrahCountry :FranceSize :750 ml",CAP A CAP - MERLOT/SYRAH - 2019,,31.2048.00,"The adventure began in 2012. A “landless winegrower”, Simon Forgue surrounded himself with his family and friends to create, with them, the Vineyards of Pyrénaïa, in Mazères-Lezons, at the foot of the Jurançon hills. Without vines or château, they transform an old workshop into a wine cellar. Through meetings and discussions, he forges links with local winegrowers to harvest quality grapes each year from the best terroirs. The entire production is then vinified, aged and bottled in the cellar.Read more",https://www.krisshop.com/en/product/1dc69be1fc505e4d/cap-a-cap-merlot-syrah-2019.html
